,length,discount,user_id,successful,mean_price,cat_Akcesoria_telefoniczne,cat_Anteny_RTV,cat_Audio,cat_Biurowe_urządzenia_wielofunkcyjne,cat_Drukarki_i_skanery,cat_Gry_PlayStation3,cat_Gry_Xbox_360,cat_Gry_i_konsole,cat_Gry_komputerowe,cat_Gry_na_konsole,cat_Komputery,cat_Monitory,cat_Monitory_LCD,cat_Odtwarzacze_DVD,cat_Odtwarzacze_mp3_i_mp4,cat_Przenośne_audio_i_video,cat_Sprzęt_RTV,cat_Słuchawki,cat_Tablety,cat_Tablety_i_akcesoria,cat_Telefony_i_akcesoria,cat_Telefony_komórkowe,cat_Telefony_stacjonarne,cat_Telewizory_i_akcesoria,cat_Video,cat_Zestawy_głośnomówiące,cat_Zestawy_słuchawkowe,city,gender
1067,0 days 00:24:22,0,124,False,4238.504444444445,0,0,0,9,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
1068,0 days 00:20:12,20,124,False,39.46428571428572,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
1069,0 days 00:26:05,0,124,True,43.604,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
1070,0 days 00:19:04,5,124,True,34.83888888888888,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
1071,0 days 00:17:16,15,124,True,41.394444444444446,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
1072,0 days 00:00:00,0,124,False,553.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Gdynia,False
1073,0 days 00:00:00,0,124,False,2199.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Gdynia,False
1074,0 days 00:00:00,5,124,False,2199.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Gdynia,False
1075,0 days 00:00:00,20,124,False,2199.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Gdynia,False
1076,0 days 00:00:00,0,124,False,2199.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Gdynia,False
1077,0 days 00:00:00,0,124,False,2199.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Gdynia,False
1078,0 days 00:00:00,20,124,False,2199.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Gdynia,False
1079,0 days 00:21:32,15,124,False,80.98111111111112,0,0,0,0,0,0,9,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
1080,0 days 00:20:49,0,124,False,82.47875,0,0,0,0,0,0,8,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
1081,0 days 00:22:55,0,124,False,74.26285714285714,0,0,0,0,0,0,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
1082,0 days 00:28:49,0,124,True,92.47875,0,0,0,0,0,0,8,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
1083,0 days 00:26:45,0,124,True,82.36625000000001,0,0,0,0,0,0,8,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
1084,0 days 00:00:00,0,124,False,78.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Gdynia,False
1085,0 days 00:00:00,0,124,False,78.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Gdynia,False
1086,0 days 00:00:00,10,124,False,78.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Gdynia,False
1087,0 days 00:10:16,0,124,False,405.735,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,Gdynia,False
1088,0 days 00:04:35,0,124,False,457.98,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,Gdynia,False
1089,0 days 00:07:07,10,124,False,405.735,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,Gdynia,False
1090,0 days 00:12:55,20,124,False,217.35,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,Gdynia,False
1091,0 days 00:14:14,0,124,False,217.35,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,Gdynia,False
1092,0 days 00:00:12,0,124,False,2066.995,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,Gdynia,False
1093,0 days 00:01:56,0,124,False,2066.995,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,Gdynia,False
1094,0 days 00:00:00,0,124,False,2317.02,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Gdynia,False
1095,0 days 00:13:38,0,124,False,109.945,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,6,0,0,Gdynia,False
1096,0 days 00:27:12,0,124,False,113.62888888888888,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,9,9,0,0,Gdynia,False
1097,0 days 00:26:19,0,124,False,113.62888888888888,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,9,9,0,0,Gdynia,False
1098,0 days 00:22:30,0,124,False,113.62888888888888,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,9,9,0,0,Gdynia,False
1099,0 days 00:23:52,0,124,False,119.09571428571428,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,7,0,0,Gdynia,False
1100,0 days 00:26:28,0,124,False,113.62888888888888,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,9,9,0,0,Gdynia,False
1101,0 days 00:24:25,0,124,True,106.76500000000001,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,10,0,0,Gdynia,False
1102,0 days 00:19:37,0,124,False,130.3957142857143,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,7,0,0,Gdynia,False
1103,0 days 00:21:38,0,125,False,1073.0014285714285,0,0,0,0,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
1104,0 days 00:19:53,5,125,False,658.6683333333334,0,0,0,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
1105,0 days 00:24:19,0,125,False,935.4455555555555,0,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
1106,0 days 00:18:43,20,125,False,1073.0014285714285,0,0,0,0,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
1107,0 days 00:17:07,5,125,False,1010.1442857142857,0,0,0,0,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
1108,0 days 00:16:42,0,125,False,1008.75125,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
1109,0 days 00:24:56,0,125,False,972.50125,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
1110,0 days 00:20:33,0,125,False,1120.335,0,0,0,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
1111,0 days 00:14:50,0,125,False,1002.50125,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
1112,0 days 00:22:27,15,125,False,88.59625,0,0,0,0,0,8,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
1113,0 days 00:26:26,0,125,False,88.59625,0,0,0,0,0,8,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
1114,0 days 00:25:15,0,125,False,92.69571428571427,0,0,0,0,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
1115,0 days 00:19:40,0,125,False,4238.504444444445,0,0,0,9,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
1116,0 days 00:19:36,20,125,False,4238.504444444445,0,0,0,9,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
1117,0 days 00:22:08,10,125,False,4238.504444444445,0,0,0,9,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
1118,0 days 00:19:27,0,125,False,3813.4425,0,0,0,8,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
1119,0 days 00:02:58,0,125,True,165.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,Gdynia,False
1120,0 days 00:02:52,5,125,False,151.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,Gdynia,False
1121,0 days 00:06:52,0,125,True,165.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,Gdynia,False
1122,0 days 00:02:26,0,125,False,151.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,Gdynia,False
1123,0 days 00:19:56,5,125,False,44.55111111111111,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
1124,0 days 00:21:07,5,125,True,39.045,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
1125,0 days 00:23:57,0,125,False,42.18375,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
1126,0 days 00:00:00,0,125,False,553.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Gdynia,False
1127,0 days 00:00:00,15,125,False,553.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Gdynia,False
1128,0 days 00:00:00,10,125,False,553.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Gdynia,False
1129,0 days 00:00:00,0,125,False,553.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Gdynia,False
1130,0 days 00:00:00,5,125,False,553.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Gdynia,False
1131,0 days 00:00:00,0,125,False,553.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Gdynia,False
1132,0 days 00:00:00,15,125,False,2199.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Gdynia,False
1133,0 days 00:00:00,0,125,False,2199.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Gdynia,False
1134,0 days 00:00:00,0,125,False,2199.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Gdynia,False
1135,0 days 00:00:00,0,125,False,2199.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Gdynia,False
1136,0 days 00:00:00,0,125,False,2199.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Gdynia,False
1137,0 days 00:28:12,0,125,True,88.7688888888889,0,0,0,0,0,0,9,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
1138,0 days 00:23:41,0,125,True,85.42555555555556,0,0,0,0,0,0,9,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
1139,0 days 00:19:46,0,125,True,87.75777777777779,0,0,0,0,0,0,9,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gdynia,False
1140,0 days 00:00:00,0,125,False,78.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Gdynia,False
1141,0 days 00:00:00,10,125,False,78.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Gdynia,False
1142,0 days 00:10:47,0,125,False,405.735,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,Gdynia,False
1143,0 days 00:13:30,20,125,True,327.586,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,Gdynia,False
1144,0 days 00:05:13,20,125,False,405.735,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,Gdynia,False
1145,0 days 00:11:01,0,125,True,327.586,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,Gdynia,False
1146,0 days 00:09:08,0,125,False,405.735,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,Gdynia,False
1147,0 days 00:08:32,10,125,True,327.586,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,Gdynia,False
1148,0 days 00:05:27,0,125,False,405.735,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,Gdynia,False
1149,0 days 00:05:01,5,125,False,405.735,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,Gdynia,False
1150,0 days 00:06:45,0,125,False,522.65,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,Gdynia,False
1151,0 days 00:06:21,0,125,True,2150.3366666666666,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,Gdynia,False
1152,0 days 00:30:54,0,125,False,113.62888888888888,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,9,9,0,0,Gdynia,False
1153,0 days 00:28:16,20,125,True,106.76500000000001,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,10,0,0,Gdynia,False
1154,0 days 00:26:40,0,125,False,120.33375,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,8,0,0,Gdynia,False
1155,0 days 00:31:15,0,125,True,106.76500000000001,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,10,0,0,Gdynia,False
1156,0 days 00:26:28,20,125,True,97.13714285714286,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,7,0,0,Gdynia,False
1157,0 days 00:00:00,0,125,False,58.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Gdynia,False
1158,0 days 00:00:00,15,125,False,58.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Gdynia,False
1159,0 days 00:00:00,20,125,False,58.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Gdynia,False
1160,0 days 00:00:00,0,125,False,58.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Gdynia,False
1161,0 days 00:25:21,0,126,True,935.4455555555555,0,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Police,True
1162,0 days 00:18:49,0,126,False,935.4455555555555,0,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Police,True
1163,0 days 00:26:48,0,126,False,935.4455555555555,0,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Police,True
1164,0 days 00:21:45,5,126,True,845.4455555555555,0,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Police,True
1165,0 days 00:27:23,15,126,False,935.4455555555555,0,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Police,True
1166,0 days 00:26:33,15,126,False,664.4300000000001,0,0,0,0,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Police,True
1167,0 days 00:18:31,10,126,False,935.4455555555555,0,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Police,True
1168,0 days 00:28:02,0,126,False,89.83857142857141,0,0,0,0,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Police,True
1169,0 days 00:26:44,5,126,True,89.86222222222221,0,0,0,0,0,9,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Police,True
1170,0 days 00:12:49,15,126,False,88.59625,0,0,0,0,0,8,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Police,True
1171,0 days 00:22:38,0,126,True,94.13714285714285,0,0,0,0,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Police,True
1172,0 days 00:29:56,15,126,True,84.99333333333333,0,0,0,0,0,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Police,True
1173,0 days 00:28:00,15,126,False,78.46166666666666,0,0,0,0,0,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Police,True
1174,0 days 00:16:07,0,126,False,91.53999999999999,0,0,0,0,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Police,True
1175,0 days 00:19:15,15,126,False,88.59625,0,0,0,0,0,8,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Police,True
1176,0 days 00:22:07,0,126,False,4238.504444444445,0,0,0,9,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Police,True
1177,0 days 00:18:54,20,126,False,4500.005714285714,0,0,0,7,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Police,True
1178,0 days 00:20:00,10,126,False,43.394999999999996,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Police,True
1179,0 days 00:21:35,15,126,False,44.55111111111111,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Police,True
1180,0 days 00:00:00,20,126,False,553.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Police,True
1181,0 days 00:04:09,0,126,True,553.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,Police,True
1182,0 days 00:00:00,0,126,False,553.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Police,True
1183,0 days 00:00:00,15,126,False,553.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Police,True
1184,0 days 00:00:00,0,126,False,2199.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Police,True
1185,0 days 00:00:00,10,126,False,2199.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Police,True
1186,0 days 00:00:00,15,126,False,2199.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Police,True
1187,0 days 00:00:00,0,126,False,2199.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Police,True
1188,0 days 00:00:00,15,126,False,2199.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Police,True
1189,0 days 00:22:47,0,126,False,80.98111111111112,0,0,0,0,0,0,9,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Police,True
1190,0 days 00:21:24,5,126,False,76.97857142857143,0,0,0,0,0,0,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Police,True
1191,0 days 00:00:00,0,126,False,78.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Police,True
1192,0 days 00:00:00,0,126,False,78.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Police,True
1193,0 days 00:00:00,0,126,False,78.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Police,True
1194,0 days 00:00:00,5,126,False,78.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Police,True
1195,0 days 00:03:17,0,126,False,535.9833333333333,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,Police,True
1196,0 days 00:09:21,0,126,False,405.735,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,Police,True
1197,0 days 00:09:40,10,126,True,347.2325,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,Police,True
1198,0 days 00:00:11,5,126,False,151.995,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,Police,True
1199,0 days 00:07:34,0,126,False,522.65,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,Police,True
1200,0 days 00:16:27,0,126,True,279.1175,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,Police,True
1201,0 days 00:09:46,20,126,False,217.35,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,Police,True
1202,0 days 00:10:34,5,126,True,221.95833333333334,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,Police,True
1203,0 days 00:07:38,0,126,False,217.35,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,Police,True
1204,0 days 00:04:39,5,126,False,2066.995,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,Police,True
1205,0 days 00:02:11,0,126,False,2066.995,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,Police,True
1206,0 days 00:27:05,0,126,True,106.76500000000001,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,10,0,0,Police,True
1207,0 days 00:21:14,0,126,True,104.29444444444444,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,9,9,0,0,Police,True
1208,0 days 00:24:13,0,126,False,113.62888888888888,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,9,9,0,0,Police,True
1209,0 days 00:26:37,0,126,False,111.7075,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,8,0,0,Police,True
1210,0 days 00:24:58,0,126,False,106.7075,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,8,0,0,Police,True
1211,0 days 00:19:21,5,126,True,106.76500000000001,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,10,0,0,Police,True
1212,0 days 00:16:21,0,126,False,122.20875,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,8,0,0,Police,True
1213,0 days 00:24:54,10,126,False,121.595,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,8,0,0,Police,True
1214,0 days 00:30:45,10,126,True,106.12,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,8,0,0,Police,True
1215,0 days 00:01:24,5,126,True,58.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,Police,True
1216,0 days 00:01:12,0,126,True,58.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,Police,True
1217,0 days 00:18:08,0,127,False,935.4455555555555,0,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Warszawa,True
1218,0 days 00:13:53,0,127,False,972.50125,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Warszawa,True
1219,0 days 00:13:05,15,127,False,1004.7142857142857,0,0,0,0,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Warszawa,True
1220,0 days 00:23:51,5,127,False,972.50125,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Warszawa,True
1221,0 days 00:17:08,0,127,False,88.40999999999998,0,0,0,0,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Warszawa,True
1222,0 days 00:22:15,0,127,False,88.59625,0,0,0,0,0,8,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Warszawa,True
1223,0 days 00:25:13,0,127,True,89.86222222222221,0,0,0,0,0,9,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Warszawa,True
1224,0 days 00:19:57,0,127,True,83.31166666666667,0,0,0,0,0,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Warszawa,True
